state,county,current_votes,trump_votes,percent_trump_votes
Vermont,Rockingham,2519,718,28.50%
Vermont,Roxbury,433,134,30.95%
Vermont,Royalton,1486,492,33.11%
Vermont,Rupert,437,154,35.24%
Vermont,Rutland,8000,3026,37.83%
Vermont,Rutland Town,2486,1039,41.79%
Vermont,Ryegate,648,298,45.99%
Vermont,Benson,583,305,52.32%
Vermont,St. Albans,3057,946,30.95%
Vermont,St. Albans Town,3794,1557,41.04%
Vermont,St. George,453,131,28.92%
Vermont,St. Johnsbury,3377,1218,36.07%
Vermont,Salisbury,676,258,38.17%
Vermont,Sandgate,253,96,37.94%
Vermont,Searsburg,64,36,56.25%
Vermont,Shaftsbury,2225,818,36.76%
Vermont,Sharon,894,278,31.10%
Vermont,Sheffield,374,163,43.58%
Vermont,Berkshire,711,402,56.54%
Vermont,Shelburne,5419,953,17.59%
Vermont,Sheldon,1015,532,52.41%
Vermont,Killington,836,255,30.50%
Vermont,Shoreham,742,263,35.44%
Vermont,Shrewsbury,690,268,38.84%
Vermont,South Burlington,12670,2271,17.92%
Vermont,South Hero,1309,376,28.72%
Vermont,Springfield,4516,1768,39.15%
Vermont,Stamford,539,267,49.54%
Vermont,Stannard,114,28,24.56%
Vermont,Berlin,1534,520,33.90%
Vermont,Starksboro,1023,333,32.55%
Vermont,Stockbridge,477,123,25.79%
Vermont,Stowe,3406,599,17.59%
Vermont,Strafford,800,118,14.75%
Vermont,Stratton,190,67,35.26%
Vermont,Sudbury,388,128,32.99%
Vermont,Sunderland,652,240,36.81%
Vermont,Sutton,539,275,51.02%
Vermont,Swanton,3228,1546,47.89%
Vermont,Thetford,1910,409,21.41%
Vermont,Bethel,1147,381,33.22%
Vermont,Addison,870,379,43.56%
Vermont,Tinmouth,341,163,47.80%
Vermont,Topsham,646,356,55.11%
Vermont,Townshend,769,191,24.84%
Vermont,Troy,795,394,49.56%
Vermont,Tunbridge,863,314,36.38%
Vermont,Underhill,2224,526,23.65%
Vermont,Vergennes,1478,428,28.96%
Vermont,Vernon,1300,549,42.23%
Vermont,Vershire,428,134,31.31%
Vermont,Victory,55,36,65.45%
Vermont,Bloomfield,130,73,56.15%
Vermont,Waitsfield,1248,200,16.03%
Vermont,Walden,586,207,35.32%
Vermont,Wallingford,1298,563,43.37%
Vermont,Waltham,326,102,31.29%
Vermont,Wardsboro,492,159,32.32%
Vermont,Warren,1264,179,14.16%
Vermont,Washington,609,283,46.47%
Vermont,Waterbury,3498,621,17.75%
Vermont,Waterford,831,387,46.57%
Vermont,Waterville,454,209,46.04%
Vermont,Bolton,778,218,28.02%
Vermont,Weathersfield,1792,725,40.46%
Vermont,Wells,742,416,56.06%
Vermont,West Fairlee,357,125,35.01%
Vermont,Westfield,349,146,41.83%
Vermont,Westford,1425,413,28.98%
Vermont,West Haven,151,70,46.36%
Vermont,Westminster,1789,429,23.98%
Vermont,Westmore,240,102,42.50%
Vermont,Weston,456,114,25.00%
Vermont,West Rutland,1167,613,52.53%
Vermont,Bradford,1494,549,36.75%
Vermont,West Windsor,841,200,23.78%
Vermont,Weybridge,612,78,12.75%
Vermont,Wheelock,452,200,44.25%
Vermont,Whiting,218,84,38.53%
Vermont,Whitingham,775,340,43.87%
Vermont,Williamstown,1862,923,49.57%
Vermont,Williston,6873,1699,24.72%
Vermont,Wilmington,1156,341,29.50%
Vermont,Windham,282,83,29.43%
Vermont,Windsor,1890,537,28.41%
Vermont,Braintree,717,260,36.26%
Vermont,Winhall,674,182,27.00%
Vermont,Winooski,3701,585,15.81%
Vermont,Wolcott,923,306,33.15%
Vermont,Woodbury,588,196,33.33%
Vermont,Woodford,196,96,48.98%
Vermont,Woodstock,2109,402,19.06%
Vermont,Worcester,624,125,20.03%
Vermont,Brandon,2184,896,41.03%
Vermont,Brattleboro,6663,1053,15.80%
Vermont,Bridgewater,601,212,35.27%
Vermont,Bridport,738,321,43.50%
Vermont,Brighton,619,342,55.25%
Vermont,Bristol,2245,691,30.78%
Vermont,Albany,540,235,43.52%
Vermont,Brookfield,852,307,36.03%
Vermont,Brookline,329,96,29.18%
Vermont,Brownington,490,265,54.08%
Vermont,Brunswick,64,35,54.69%
Vermont,Burke,924,366,39.61%
Vermont,Burlington,22218,2293,10.32%
Vermont,Cabot,892,296,33.18%
Vermont,Calais,1148,221,19.25%
Vermont,Cambridge,2199,587,26.69%
Vermont,Canaan,498,241,48.39%
Vermont,Alburgh,1079,499,46.25%
Vermont,Castleton,2161,1042,48.22%
Vermont,Cavendish,792,297,37.50%
Vermont,Charleston,541,274,50.65%
Vermont,Charlotte,2886,511,17.71%
Vermont,Chelsea,723,284,39.28%
Vermont,Chester,1772,619,34.93%
Vermont,Chittenden,853,343,40.21%
Vermont,Clarendon,1469,782,53.23%
Vermont,Colchester,9594,2852,29.73%
Vermont,Concord,630,343,54.44%
Vermont,Andover,365,132,36.16%
Vermont,Corinth,830,350,42.17%
Vermont,Cornwall,850,145,17.06%
Vermont,Coventry,568,294,51.76%
Vermont,Craftsbury,774,190,24.55%
Vermont,Danby,755,405,53.64%
Vermont,Danville,1469,559,38.05%
Vermont,Derby,2515,1280,50.89%
Vermont,Dorset,1413,377,26.68%
Vermont,Dover,948,296,31.22%
Vermont,Dummerston,1357,281,20.71%
Vermont,Arlington,1485,511,34.41%
Vermont,Duxbury,914,243,26.59%
Vermont,East Haven,140,65,46.43%
Vermont,East Montpelier,1764,391,22.17%
Vermont,Eden,634,313,49.37%
Vermont,Elmore,606,149,24.59%
Vermont,Enosburgh,1274,590,46.31%
Vermont,Essex,13414,3415,25.46%
Vermont,Fairfax,2996,1229,41.02%
Vermont,Fairfield,1140,474,41.58%
Vermont,Fair Haven,1308,647,49.46%
Vermont,Athens,214,84,39.25%
Vermont,Fairlee,621,160,25.76%
Vermont,Fayston,971,150,15.45%
Vermont,Ferrisburg,1830,561,30.66%
Vermont,Fletcher,824,291,35.32%
Vermont,Franklin,754,407,53.98%
Vermont,Georgia,2917,1295,44.39%
Vermont,Glover,666,239,35.89%
Vermont,Goshen,126,34,26.98%
Vermont,Grafton,405,129,31.85%
Vermont,Granby,43,23,53.49%
Vermont,Bakersfield,696,272,39.08%
Vermont,Grand Isle,1409,538,38.18%
Vermont,Granville,169,30,17.75%
Vermont,Greensboro,491,106,21.59%
Vermont,Groton,549,272,49.54%
Vermont,Guildhall,174,90,51.72%
Vermont,Guilford,1354,345,25.48%
Vermont,Halifax,492,193,39.23%
Vermont,Hancock,171,57,33.33%
Vermont,Hardwick,1577,576,36.53%
Vermont,Hartford,6264,1574,25.13%
Vermont,Baltimore,143,72,50.35%
Vermont,Hartland,2198,631,28.71%
Vermont,Highgate,1726,977,56.60%
Vermont,Hinesburg,3084,749,24.29%
Vermont,Holland,358,210,58.66%
Vermont,Hubbardton,427,191,44.73%
Vermont,Huntington,1405,312,22.21%
Vermont,Hyde Park,1731,546,31.54%
Vermont,Ira,262,130,49.62%
Vermont,Irasburg,673,405,60.18%
Vermont,Isle La Motte,349,147,42.12%
Vermont,Barnard,669,177,26.46%
Virginia,Accomack County,16962,9172,54.07%
Virginia,Albemarle County,64657,20804,32.18%
Virginia,Alleghany County,8203,5859,71.43%
Virginia,Amelia County,7893,5390,68.29%
Virginia,Amherst County,17005,11041,64.93%
Virginia,Appomattox County,9268,6702,72.31%
Virginia,Arlington County,130699,22318,17.08%
Virginia,Augusta County,42278,30714,72.65%
Virginia,Bath County,2501,1834,73.33%
Virginia,Bedford County,48669,35600,73.15%
Virginia,Bland County,3479,2903,83.44%
Virginia,Botetourt County,21120,15099,71.49%
Virginia,Brunswick County,7948,3357,42.24%
Virginia,Buchanan County,9953,8311,83.50%
Virginia,Buckingham County,8126,4544,55.92%
Virginia,Campbell County,29892,21245,71.07%
Virginia,Caroline County,16288,8336,51.18%
Virginia,Carroll County,15651,12659,80.88%
Virginia,Charles City County,4441,1761,39.65%
Virginia,Charlotte County,6191,3815,61.62%
Virginia,Chesterfield County,203884,93326,45.77%
Virginia,Clarke County,9337,5192,55.61%
Virginia,Craig County,3169,2536,80.03%
Virginia,Culpeper County,27116,16012,59.05%
Virginia,Cumberland County,5310,3019,56.85%
Virginia,Dickenson County,7303,5748,78.71%
Virginia,Dinwiddie County,15092,8695,57.61%
Virginia,Essex County,6178,3075,49.77%
Virginia,Fairfax County,600823,168401,28.03%
Virginia,Fauquier County,43661,25106,57.50%
Virginia,Floyd County,9408,6225,66.17%
Virginia,Fluvanna County,15840,8155,51.48%
Virginia,Franklin County,29702,20895,70.35%
Virginia,Frederick County,48703,30558,62.74%
Virginia,Giles County,9176,6876,74.93%
Virginia,Gloucester County,22282,14875,66.76%
Virginia,Goochland County,16950,9966,58.80%
Virginia,Grayson County,8131,6529,80.30%
Virginia,Greene County,11311,6866,60.70%
Virginia,Greensville County,4574,1914,41.85%
Virginia,Halifax County,18248,10418,57.09%
Virginia,Hanover County,70967,44318,62.45%
Virginia,Henrico County,183152,63440,34.64%
Virginia,Henry County,26105,16725,64.07%
Virginia,Highland County,1533,1092,71.23%
Virginia,Isle of Wight County,23456,13707,58.44%
Virginia,James City County,49622,23153,46.66%
Virginia,King and Queen County,4115,2450,59.54%
Virginia,King George County,14224,8446,59.38%
Virginia,King William County,10736,7320,68.18%
Virginia,Lancaster County,7152,3697,51.69%
Virginia,Lee County,9946,8365,84.10%
Virginia,Loudoun County,224862,82088,36.51%
Virginia,Louisa County,21915,13294,60.66%
Virginia,Lunenburg County,6000,3537,58.95%
Virginia,Madison County,8129,5300,65.20%
Virginia,Mathews County,5826,3901,66.96%
Virginia,Mecklenburg County,16204,9266,57.18%
Virginia,Middlesex County,6785,4196,61.84%
Virginia,Montgomery County,45037,20629,45.80%
Virginia,Nelson County,9316,4812,51.65%
Virginia,New Kent County,14463,9631,66.59%
Virginia,Northampton County,6732,2955,43.89%
Virginia,Northumberland County,7815,4485,57.39%
Virginia,Nottoway County,7078,4027,56.89%
Virginia,Orange County,20742,12426,59.91%
Virginia,Page County,12514,9345,74.68%
Virginia,Patrick County,9534,7485,78.51%
Virginia,Pittsylvania County,34227,23751,69.39%
Virginia,Powhatan County,19730,14055,71.24%
Virginia,Prince Edward County,9574,4434,46.31%
Virginia,Prince George County,17432,10103,57.96%
Virginia,Prince William County,228056,81222,35.61%
Virginia,Pulaski County,17376,12127,69.79%
Virginia,Rappahannock County,4978,2812,56.49%
Virginia,Richmond County,4102,2547,62.09%
Virginia,Roanoke County,57184,34268,59.93%
Virginia,Rockbridge County,12373,8088,65.37%
Virginia,Rockingham County,43811,30349,69.27%
Virginia,Russell County,13386,10879,81.27%
Virginia,Scott County,10869,9063,83.38%
Virginia,Shenandoah County,23684,16463,69.51%
Virginia,Smyth County,14136,10963,77.55%
Virginia,Southampton County,9786,5730,58.55%
Virginia,Spotsylvania County,75317,39411,52.33%
Virginia,Stafford County,79625,37636,47.27%
Virginia,Surry County,4471,2025,45.29%
Virginia,Sussex County,5088,2219,43.61%
Virginia,Tazewell County,20134,16731,83.10%
Virginia,Warren County,21147,14069,66.53%
Virginia,Washington County,28685,21679,75.58%
Virginia,Westmoreland County,9933,5318,53.54%
Virginia,Wise County,16615,13366,80.45%
Virginia,Wythe County,15072,11733,77.85%
Virginia,York County,38787,20241,52.19%
Virginia,Alexandria city,82508,14544,17.63%
Virginia,Bristol city,7806,5347,68.50%
Virginia,Buena Vista city,2776,1863,67.11%
Virginia,Charlottesville city,24205,3094,12.78%
Virginia,Chesapeake city,127108,58180,45.77%
Virginia,Colonial Heights city,9146,6007,65.68%
Virginia,Covington city,2603,1580,60.70%
Virginia,Danville city,19389,7428,38.31%
Virginia,Emporia city,2381,754,31.67%
Virginia,Fairfax city,13483,4007,29.72%
Virginia,Falls Church city,8819,1490,16.90%
Virginia,Franklin city,4058,1487,36.64%
Virginia,Fredericksburg city,12862,4037,31.39%
Virginia,Galax city,2638,1838,69.67%
Virginia,Hampton city,65901,18430,27.97%
Virginia,Harrisonburg city,17086,5591,32.72%
Virginia,Hopewell city,9608,4020,41.84%
Virginia,Lexington city,2762,906,32.80%
Virginia,Lynchburg city,36363,17097,47.02%
Virginia,Manassas city,16968,6256,36.87%
Virginia,Manassas Park city,6087,1979,32.51%
Virginia,Martinsville city,6013,2165,36.01%
Virginia,Newport News city,81203,26377,32.48%
Virginia,Norfolk city,89881,23443,26.08%
Virginia,Norton city,1601,1109,69.27%
Virginia,Petersburg city,14118,1584,11.22%
Virginia,Poquoson city,7857,5605,71.34%
Virginia,Portsmouth city,44582,12755,28.61%
Virginia,Radford city,6320,2786,44.08%
Virginia,Richmond city,111159,16603,14.94%
Virginia,Roanoke city,43323,15607,36.02%
Virginia,Salem city,13051,7683,58.87%
Virginia,Staunton city,12990,5695,43.84%
Virginia,Suffolk city,49642,20082,40.45%
Virginia,Virginia Beach city,227561,105087,46.18%
Virginia,Waynesboro city,10717,5507,51.39%
Virginia,Williamsburg city,6883,1963,28.52%
Virginia,Winchester city,12106,5221,43.13%
Washington,Adams County,5862,3907,66.65%
Washington,Asotin County,11951,7319,61.24%
Washington,Benton County,103033,60365,58.59%
Washington,Chelan County,43306,22746,52.52%
Washington,Clallam County,49264,23062,46.81%
Washington,Clark County,275403,126303,45.86%
Washington,Columbia County,2495,1754,70.30%
Washington,Cowlitz County,60280,34424,57.11%
Washington,Douglas County,21308,12955,60.80%
Washington,Ferry County,4367,2771,63.45%
Washington,Franklin County,32404,18039,55.67%
Washington,Garfield County,1489,1069,71.79%
Washington,Grant County,37680,24764,65.72%
Washington,Grays Harbor County,38441,19877,51.71%
Washington,Island County,53925,22746,42.18%
Washington,Jefferson County,24792,6931,27.96%
Washington,King County,1210507,269167,22.24%
Washington,Kitsap County,158672,61563,38.80%
Washington,Kittitas County,26364,14105,53.50%
Washington,Klickitat County,13560,7237,53.37%
Washington,Lewis County,45309,29391,64.87%
Washington,Lincoln County,7033,5150,73.23%
Washington,Mason County,37303,18710,50.16%
Washington,Okanogan County,21282,11840,55.63%
Washington,Pacific County,14064,6953,49.44%
Washington,Pend Oreille County,8553,5728,66.97%
Washington,Pierce County,464081,197730,42.61%
Washington,San Juan County,13197,3057,23.16%
Washington,Skagit County,73423,32762,44.62%
Washington,Skamania County,7312,3885,53.13%
Washington,Snohomish County,438796,166428,37.93%
Washington,Spokane County,295430,148576,50.29%
Washington,Stevens County,28430,19808,69.67%
Washington,Thurston County,168134,65277,38.82%
Washington,Wahkiakum County,2981,1741,58.40%
Washington,Walla Walla County,31261,16400,52.46%
Washington,Whatcom County,138620,50489,36.42%
Washington,Whitman County,21126,9067,42.92%
Washington,Yakima County,96193,50555,52.56%
West Virginia,Barbour County,6677,5116,76.62%
West Virginia,Berkeley County,51535,33279,64.58%
West Virginia,Boone County,9012,6816,75.63%
West Virginia,Braxton County,5664,4120,72.74%
West Virginia,Brooke County,10656,7545,70.81%
West Virginia,Cabell County,37360,21721,58.14%
West Virginia,Calhoun County,2971,2364,79.57%
West Virginia,Clay County,3365,2679,79.61%
West Virginia,Doddridge County,3101,2619,84.46%
West Virginia,Fayette County,16862,11580,68.68%
West Virginia,Gilmer County,2662,2012,75.58%
West Virginia,Grant County,5509,4871,88.42%
West Virginia,Greenbrier County,15850,10925,68.93%
West Virginia,Hampshire County,10086,8033,79.65%
West Virginia,Hancock County,13800,9806,71.06%
West Virginia,Hardy County,6331,4859,76.75%
West Virginia,Harrison County,30465,20683,67.89%
West Virginia,Jackson County,13508,10093,74.72%
West Virginia,Jefferson County,27703,15033,54.26%
West Virginia,Kanawha County,82244,46398,56.42%
West Virginia,Lewis County,7457,5782,77.54%
West Virginia,Lincoln County,7830,6012,76.78%
West Virginia,Logan County,13026,10534,80.87%
West Virginia,McDowell County,6527,5148,78.87%
West Virginia,Marion County,25794,16300,63.19%
West Virginia,Marshall County,14080,10435,74.11%
West Virginia,Mason County,11203,8491,75.79%
West Virginia,Mercer County,25134,19237,76.54%
West Virginia,Mineral County,12872,10040,78.00%
West Virginia,Mingo County,10022,8544,85.25%
West Virginia,Monongalia County,42072,20803,49.45%
West Virginia,Monroe County,6490,5068,78.09%
West Virginia,Morgan County,8695,6537,75.18%
West Virginia,Nicholas County,10630,8279,77.88%
West Virginia,Ohio County,19898,12354,62.09%
West Virginia,Pendleton County,3659,2782,76.03%
West Virginia,Pleasants County,3491,2742,78.54%
West Virginia,Pocahontas County,4008,2895,72.23%
West Virginia,Preston County,14572,11190,76.79%
West Virginia,Putnam County,28501,20034,70.29%
West Virginia,Raleigh County,33106,24673,74.53%
West Virginia,Randolph County,12200,8673,71.09%
West Virginia,Ritchie County,4283,3649,85.20%
West Virginia,Roane County,5763,4213,73.10%
West Virginia,Summers County,5585,4074,72.95%
West Virginia,Taylor County,7383,5477,74.18%
West Virginia,Tucker County,3844,2841,73.91%
West Virginia,Tyler County,3922,3226,82.25%
West Virginia,Upshur County,10221,7771,76.03%
West Virginia,Wayne County,16947,12585,74.26%
West Virginia,Webster County,3402,2759,81.10%
West Virginia,Wetzel County,6667,4993,74.89%
West Virginia,Wirt County,2653,2134,80.44%
West Virginia,Wood County,38762,27202,70.18%
West Virginia,Wyoming County,8592,7353,85.58%
Wisconsin,Adams County,11818,7362,62.29%
Wisconsin,Ashland County,8757,3841,43.86%
Wisconsin,Barron County,25346,15803,62.35%
Wisconsin,Bayfield County,10880,4617,42.44%
Wisconsin,Brown County,144017,75871,52.68%
Wisconsin,Buffalo County,7816,4834,61.85%
Wisconsin,Burnett County,10141,6462,63.72%
Wisconsin,Calumet County,30774,18156,59.00%
Wisconsin,Chippewa County,35938,21317,59.32%
Wisconsin,Clark County,14898,10002,67.14%
Wisconsin,Columbia County,33869,16927,49.98%
Wisconsin,Crawford County,8695,4620,53.13%
Wisconsin,Dane County,344791,78800,22.85%
Wisconsin,Dodge County,48436,31355,64.73%
Wisconsin,Door County,20117,9752,48.48%
Wisconsin,Douglas County,24677,10923,44.26%
Wisconsin,Dunn County,23524,13173,56.00%
Wisconsin,Eau Claire County,58275,25341,43.49%
Wisconsin,Florence County,2940,2133,72.55%
Wisconsin,Fond du Lac County,57251,35754,62.45%
Wisconsin,Forest County,5053,3285,65.01%
Wisconsin,Grant County,25608,14142,55.22%
Wisconsin,Green County,21406,10169,47.51%
Wisconsin,Green Lake County,10671,7168,67.17%
Wisconsin,Iowa County,13992,5909,42.23%
Wisconsin,Iron County,4010,2438,60.80%
Wisconsin,Jackson County,10184,5791,56.86%
Wisconsin,Jefferson County,47979,27208,56.71%
Wisconsin,Juneau County,13709,8749,63.82%
Wisconsin,Kenosha County,88738,44972,50.68%
Wisconsin,Kewaunee County,12095,7927,65.54%
Wisconsin,La Crosse County,67884,28684,42.25%
Wisconsin,Lafayette County,8555,4821,56.35%
Wisconsin,Langlade County,11165,7330,65.65%
Wisconsin,Lincoln County,16497,10017,60.72%
Wisconsin,Manitowoc County,44829,27218,60.72%
Wisconsin,Marathon County,76751,44624,58.14%
Wisconsin,Marinette County,22979,15304,66.60%
Wisconsin,Marquette County,9065,5719,63.09%
Wisconsin,Menominee County,1590,278,17.48%
Wisconsin,Milwaukee County,458971,134357,29.27%
Wisconsin,Monroe County,22611,13775,60.92%
Wisconsin,Oconto County,23215,16226,69.89%
Wisconsin,Oneida County,24159,13671,56.59%
Wisconsin,Outagamie County,108022,58385,54.05%
Wisconsin,Ozaukee County,61486,33912,55.15%
Wisconsin,Pepin County,4144,2584,62.36%
Wisconsin,Pierce County,23317,12815,54.96%
Wisconsin,Polk County,26371,16611,62.99%
Wisconsin,Portage County,40603,19299,47.53%
Wisconsin,Price County,8546,5394,63.12%
Wisconsin,Racine County,106451,54479,51.18%
Wisconsin,Richland County,9014,4871,54.04%
Wisconsin,Rock County,85360,37138,43.51%
Wisconsin,Rusk County,7886,5257,66.66%
Wisconsin,St. Croix County,56707,32199,56.78%
Wisconsin,Sauk County,36203,17493,48.32%
Wisconsin,Sawyer County,10510,5909,56.22%
Wisconsin,Shawano County,22615,15173,67.09%
Wisconsin,Sheboygan County,66011,37609,56.97%
Wisconsin,Taylor County,10686,7657,71.65%
Wisconsin,Trempealeau County,15380,8833,57.43%
Wisconsin,Vernon County,15923,8218,51.61%
Wisconsin,Vilas County,15369,9261,60.26%
Wisconsin,Walworth County,57600,33851,58.77%
Wisconsin,Washburn County,10378,6334,61.03%
Wisconsin,Washington County,88070,60237,68.40%
Wisconsin,Waukesha County,267996,159649,59.57%
Wisconsin,Waupaca County,29130,18952,65.06%
Wisconsin,Waushara County,13568,9016,66.45%
Wisconsin,Winnebago County,94032,47796,50.83%
Wisconsin,Wood County,41298,24308,58.86%
Wyoming,Albany County,18617,8579,46.08%
Wyoming,Big Horn County,5752,4806,83.55%
